Annotated Adduct Features ID	Best Ion	Correlated Features Group ID	G1	G2	G3	G4	G5	G6	GNPSLinkout_Cluster	GNPSLinkout_Network	INCHI	LibraryID	MQScore	MS2 Verification Comment	RTConsensus	RTMean	RTStdErr	Smiles	SpectrumID	SumPeakIntensity	UniqueFileSourcesCount	ccs	cluster index	componentindex	ion_mobility	ion_mobility_unit	neutral M mass	number of spectra	parent mass	precursor charge	precursor mass	sum(precursor intensity)
 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=991ffcd3523e4e92afa3387f6096d9dc&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"219","main.cluster index_upperinput":"219"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=34&task=991ffcd3523e4e92afa3387f6096d9dc&show=true	N/A	N/A	N/A	 	5.2845	5.2845	0	N/A	N/A	1075917.1323	39	 	219	34	 	 	 	39	433.2882	2	217.1441	1075917.1323
 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=991ffcd3523e4e92afa3387f6096d9dc&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"220","main.cluster index_upperinput":"220"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=34&task=991ffcd3523e4e92afa3387f6096d9dc&show=true	N/A	N/A	N/A	 	5.6174	5.6174	0	N/A	N/A	70136145.40830003	153	 	220	34	 	 	 	153	433.2883	2	217.1441	70136145.40830003
 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=991ffcd3523e4e92afa3387f6096d9dc&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"221","main.cluster index_upperinput":"221"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=1&task=991ffcd3523e4e92afa3387f6096d9dc&show=true	N/A	Spectral Match to cis-7,10,13,16-Docosatetraenoic acid from NIST14	0.773699	 	9.6387	9.6387	0	N/A	CCMSLIB00003136210	17552673.694300007	247	 	221	1	 	 	 	247	217.1951	1	217.1951	17552673.694300007
 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=991ffcd3523e4e92afa3387f6096d9dc&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"222","main.cluster index_upperinput":"222"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=216&task=991ffcd3523e4e92afa3387f6096d9dc&show=true	N/A	N/A	N/A	 	8.4770	8.4770	0	N/A	N/A	11712180.123100001	155	 	222	216	 	 	 	155	434.2546	2	217.6273	11712180.123100001
 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=991ffcd3523e4e92afa3387f6096d9dc&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"223","main.cluster index_upperinput":"223"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=19&task=991ffcd3523e4e92afa3387f6096d9dc&show=true	"InChI=1S/C10H19NO4/c1-5-10(14)15-8(6-9(12)13)7-11(2,3)4/h8H,5-7H2,1-4H3"	PROPIONYLCARNITINE	0.9627030000000001	 	2.0879	2.0879	0	CCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C	CCMSLIB00006683359	569413999.2159003	629	 	223	19	 	 	 	629	218.1387	1	218.1387	569413999.2159003
 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=991ffcd3523e4e92afa3387f6096d9dc&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"224","main.cluster index_upperinput":"224"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=7&task=991ffcd3523e4e92afa3387f6096d9dc&show=true	1S/C14H19NO/c1-5-16-11-6-7-13-12(8-11)10(2)9-14(3,4)15-13/h6-9,15H,5H2,1-4H3	Massbank:LU042102 Ethoxyquin|6-ethoxy-2,2,4-trimethyl-1H-quinoline	0.753138	 	6.2636	6.2636	0	CCOC1=CC2=C(NC(C)(C)C=C2C)C=C1	CCMSLIB00005764037	38864335.87499997	161	 	224	7	 	 	 	161	218.1540	1	218.1540	38864335.87499997
 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=991ffcd3523e4e92afa3387f6096d9dc&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"225","main.cluster index_upperinput":"225"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=7&task=991ffcd3523e4e92afa3387f6096d9dc&show=true	N/A	N/A	N/A	 	0.8042	0.8042	0	N/A	N/A	70390980.04219998	461	 	225	7	 	 	 	461	219.1703	1	219.1703	70390980.04219998
 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=991ffcd3523e4e92afa3387f6096d9dc&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"226","main.cluster index_upperinput":"226"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=7&task=991ffcd3523e4e92afa3387f6096d9dc&show=true	N/A	N/A	N/A	 	5.4835	5.4835	0	N/A	N/A	6455409.9431000035	105	 	226	7	 	 	 	105	220.1696	1	220.1696	6455409.9431000035
 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=991ffcd3523e4e92afa3387f6096d9dc&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"227","main.cluster index_upperinput":"227"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=7&task=991ffcd3523e4e92afa3387f6096d9dc&show=true	N/A	N/A	N/A	 	6.9016	6.9016	0	N/A	N/A	4223196.9822	61	 	227	7	 	 	 	61	220.1696	1	220.1696	4223196.9822
 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=991ffcd3523e4e92afa3387f6096d9dc&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"228","main.cluster index_upperinput":"228"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=81&task=991ffcd3523e4e92afa3387f6096d9dc&show=true	N/A	N/A	N/A	 	8.3572	8.3572	0	N/A	N/A	13769760.746700002	176	 	228	81	 	 	 	176	440.2440	2	220.6220	13769760.746700002
 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=991ffcd3523e4e92afa3387f6096d9dc&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"229","main.cluster index_upperinput":"229"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=239&task=991ffcd3523e4e92afa3387f6096d9dc&show=true	N/A	N/A	N/A	 	2.7979	2.7979	0	N/A	N/A	11841740.1285	97	 	229	239	 	 	 	97	222.0397	1	222.0397	11841740.1285
 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=991ffcd3523e4e92afa3387f6096d9dc&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"230","main.cluster index_upperinput":"230"}	This Node is a Singleton	N/A	N/A	N/A	 	4.5354	4.5354	0	N/A	N/A	101284215.08670008	576	 	230	-1	 	 	 	576	223.0866	1	223.0866	101284215.08670008
 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=991ffcd3523e4e92afa3387f6096d9dc&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"231","main.cluster index_upperinput":"231"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=34&task=991ffcd3523e4e92afa3387f6096d9dc&show=true	N/A	N/A	N/A	 	5.9735	5.9735	0	N/A	N/A	2949731.4534999994	72	 	231	34	 	 	 	72	445.3247	2	223.1623	2949731.4534999994
 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=991ffcd3523e4e92afa3387f6096d9dc&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"232","main.cluster index_upperinput":"232"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=137&task=991ffcd3523e4e92afa3387f6096d9dc&show=true	N/A	N/A	N/A	 	5.5154	5.5154	0	N/A	N/A	1610874.9622	46	 	232	137	 	 	 	46	446.3086	2	223.6543	1610874.9622
 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=991ffcd3523e4e92afa3387f6096d9dc&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"233","main.cluster index_upperinput":"233"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=45&task=991ffcd3523e4e92afa3387f6096d9dc&show=true	N/A	N/A	N/A	 	2.1260	2.1260	0	N/A	N/A	25247755.2199	148	 	233	45	 	 	 	148	224.1281	1	224.1281	25247755.2199
 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=991ffcd3523e4e92afa3387f6096d9dc&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"234","main.cluster index_upperinput":"234"}	This Node is a Singleton	N/A	N/A	N/A	 	2.5171	2.5171	0	N/A	N/A	2657889.4526	84	 	234	-1	 	 	 	84	224.1282	1	224.1282	2657889.4526
 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=991ffcd3523e4e92afa3387f6096d9dc&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"235","main.cluster index_upperinput":"235"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=34&task=991ffcd3523e4e92afa3387f6096d9dc&show=true	N/A	N/A	N/A	 	5.7310	5.7310	0	N/A	N/A	502069768.5973001	230	 	235	34	 	 	 	230	447.3038	2	224.1519	502069768.5973001
 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=991ffcd3523e4e92afa3387f6096d9dc&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"236","main.cluster index_upperinput":"236"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=179&task=991ffcd3523e4e92afa3387f6096d9dc&show=true	N/A	N/A	N/A	 	5.4033	5.4033	0	N/A	N/A	14508497.957200013	310	 	236	179	 	 	 	310	224.1857	1	224.1857	14508497.957200013
 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=991ffcd3523e4e92afa3387f6096d9dc&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"237","main.cluster index_upperinput":"237"}	This Node is a Singleton	N/A	N/A	N/A	 	10.4493	10.4493	0	N/A	N/A	5887878.977100003	262	 	237	-1	 	 	 	262	226.0975	1	226.0975	5887878.977100003
 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=991ffcd3523e4e92afa3387f6096d9dc&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"238","main.cluster index_upperinput":"238"}	This Node is a Singleton	N/A	N/A	N/A	 	6.5104	6.5104	0	N/A	N/A	5501165.0935	100	 	238	-1	 	 	 	100	451.3352	2	226.1676	5501165.0935
 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=991ffcd3523e4e92afa3387f6096d9dc&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"239","main.cluster index_upperinput":"239"}	This Node is a Singleton	N/A	N/A	N/A	 	6.0701	6.0701	0	N/A	N/A	413716.5742	10	 	239	-1	 	 	 	10	451.3393	2	226.1696	413716.5742
 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=991ffcd3523e4e92afa3387f6096d9dc&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"240","main.cluster index_upperinput":"240"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=79&task=991ffcd3523e4e92afa3387f6096d9dc&show=true	"InChI=1S/C31H46O2/c1-22(2)12-9-13-23(3)14-10-15-24(4)16-11-17-25(5)20-21-27-26(6)30(32)28-18-7-8-19-29(28)31(27)33/h7-8,18-20,22-24H,9-17,21H2,1-6H3/b25-20+"	VITAMIN K1 CollisionEnergy:205060	0.792265	 	6.6445	6.6445	0	CC(=CCC1=C(C)C(=O)c2ccccc2C1=O)CCCC(C)CCCC(C)CCCC(C)C	CCMSLIB00010124262	363320854.9379003	770	 	240	79	 	 	 	770	226.1802	1	226.1802	363320854.9379003
 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=991ffcd3523e4e92afa3387f6096d9dc&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"241","main.cluster index_upperinput":"241"}	This Node is a Singleton	N/A	N/A	N/A	 	5.2436	5.2436	0	N/A	N/A	9592528.2658	24	 	241	-1	 	 	 	24	226.1914	1	226.1914	9592528.2658
 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=991ffcd3523e4e92afa3387f6096d9dc&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"242","main.cluster index_upperinput":"242"}	This Node is a Singleton	N/A	N/A	N/A	 	0.7470	0.7470	0	N/A	N/A	158451837.37289986	631	 	242	-1	 	 	 	631	226.9515	1	226.9515	158451837.37289986
 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=991ffcd3523e4e92afa3387f6096d9dc&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"243","main.cluster index_upperinput":"243"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=1&task=991ffcd3523e4e92afa3387f6096d9dc&show=true	N/A	N/A	N/A	 	6.6853	6.6853	0	N/A	N/A	28800322.427399997	224	 	243	1	 	 	 	224	228.1746	1	228.1746	28800322.427399997
 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=991ffcd3523e4e92afa3387f6096d9dc&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"244","main.cluster index_upperinput":"244"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=1&task=991ffcd3523e4e92afa3387f6096d9dc&show=true	N/A	N/A	N/A	 	7.4155	7.4155	0	N/A	N/A	298986091.8459002	761	 	244	1	 	 	 	761	228.1958	1	228.1958	298986091.8459002
 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=991ffcd3523e4e92afa3387f6096d9dc&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"245","main.cluster index_upperinput":"245"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=205&task=991ffcd3523e4e92afa3387f6096d9dc&show=true	N/A	N/A	N/A	 	10.8433	10.8433	0	N/A	N/A	10145385.951599998	86	 	245	205	 	 	 	86	228.2322	1	228.2322	10145385.951599998
 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=991ffcd3523e4e92afa3387f6096d9dc&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"246","main.cluster index_upperinput":"246"}	This Node is a Singleton	N/A	N/A	N/A	 	7.8844	7.8844	0	N/A	N/A	446245.72039999993	5	 	246	-1	 	 	 	5	228.2685	1	228.2685	446245.72039999993
 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=991ffcd3523e4e92afa3387f6096d9dc&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"247","main.cluster index_upperinput":"247"}	This Node is a Singleton	N/A	N/A	N/A	 	5.1708	5.1708	0	N/A	N/A	530501.885	7	 	247	-1	 	 	 	7	456.2389	2	228.6194	530501.885
 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=991ffcd3523e4e92afa3387f6096d9dc&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"248","main.cluster index_upperinput":"248"}	This Node is a Singleton	1S/C14H12O3/c1-17-11-7-8-12(13(15)9-11)14(16)10-5-3-2-4-6-10/h2-9,15H,1H3	Massbank:EA023004 Benzophenone-3|2-Hydroxy-4-methoxybenzophenone|(2-hydroxy-4-methoxy-phenyl)-phenyl-methanone	0.98493	 	9.2704	9.2704	0	c1(C(c2ccccc2)=O)c(cc(OC)cc1)O	CCMSLIB00000207588	2422521.9190000007	42	 	248	-1	 	 	 	42	229.0859	1	229.0859	2422521.9190000007
 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=991ffcd3523e4e92afa3387f6096d9dc&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"249","main.cluster index_upperinput":"249"}	This Node is a Singleton	N/A	N/A	N/A	 	5.4019	5.4019	0	N/A	N/A	27079447.512300014	460	 	249	-1	 	 	 	460	229.1410	1	229.1410	27079447.512300014
 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=991ffcd3523e4e92afa3387f6096d9dc&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"250","main.cluster index_upperinput":"250"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=81&task=991ffcd3523e4e92afa3387f6096d9dc&show=true	N/A	N/A	N/A	 	7.5090	7.5090	0	N/A	N/A	1882334.3089000005	52	 	250	81	 	 	 	52	458.2545	2	229.6272	1882334.3089000005
 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=991ffcd3523e4e92afa3387f6096d9dc&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"251","main.cluster index_upperinput":"251"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=81&task=991ffcd3523e4e92afa3387f6096d9dc&show=true	N/A	N/A	N/A	 	8.3582	8.3582	0	N/A	N/A	83172010.43290001	235	 	251	81	 	 	 	235	458.2545	2	229.6272	83172010.43290001
 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=991ffcd3523e4e92afa3387f6096d9dc&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"252","main.cluster index_upperinput":"252"}	This Node is a Singleton	N/A	N/A	N/A	 	7.9184	7.9184	0	N/A	N/A	1032410.1525999999	21	 	252	-1	 	 	 	21	458.2545	2	229.6272	1032410.1525999999
 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=991ffcd3523e4e92afa3387f6096d9dc&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"253","main.cluster index_upperinput":"253"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=81&task=991ffcd3523e4e92afa3387f6096d9dc&show=true	N/A	N/A	N/A	 	8.3571	8.3571	0	N/A	N/A	18066311.4307	188	 	253	81	 	 	 	188	230.0958	1	230.0958	18066311.4307
 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=991ffcd3523e4e92afa3387f6096d9dc&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"254","main.cluster index_upperinput":"254"}	This Node is a Singleton	1S/C14H31NO/c1-4-5-6-7-8-9-10-11-12-13-14-15(2,3)16/h4-14H2,1-3H3	MassbankEU:SM876801 N,N-Dimethyldodecylamine N-oxide|Lauramine oxide|N,N-dimethyldodecan-1-amine oxide	0.796513	 	7.8865	7.8865	0	CCCCCCCCCCCC[N+](C)(C)[O-]	CCMSLIB00000842021	3245398.880200001	202	 	254	-1	 	 	 	202	230.2479	1	230.2479	3245398.880200001
 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=991ffcd3523e4e92afa3387f6096d9dc&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"255","main.cluster index_upperinput":"255"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=137&task=991ffcd3523e4e92afa3387f6096d9dc&show=true	N/A	N/A	N/A	 	5.5302	5.5302	0	N/A	N/A	1372214.0523999997	41	 	255	137	 	 	 	41	460.3242	2	230.6621	1372214.0523999997
 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=991ffcd3523e4e92afa3387f6096d9dc&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"256","main.cluster index_upperinput":"256"}	This Node is a Singleton	N/A	N/A	N/A	 	0.8449	0.8449	0	N/A	N/A	56520773.7118	497	 	256	-1	 	 	 	497	231.0840	1	231.0840	56520773.7118
 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=991ffcd3523e4e92afa3387f6096d9dc&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"257","main.cluster index_upperinput":"257"}	This Node is a Singleton	N/A	N/A	N/A	 	6.0377	6.0377	0	N/A	N/A	1059112.4599	22	 	257	-1	 	 	 	22	461.3083	2	231.1542	1059112.4599
 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=991ffcd3523e4e92afa3387f6096d9dc&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"258","main.cluster index_upperinput":"258"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=1&task=991ffcd3523e4e92afa3387f6096d9dc&show=true	N/A	N/A	N/A	 	10.7329	10.7329	0	N/A	N/A	98338085.67599998	248	 	258	1	 	 	 	248	231.1743	1	231.1743	98338085.67599998
 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=991ffcd3523e4e92afa3387f6096d9dc&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"259","main.cluster index_upperinput":"259"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=1&task=991ffcd3523e4e92afa3387f6096d9dc&show=true	N/A	N/A	N/A	 	11.0894	11.0894	0	N/A	N/A	1586239.0786	22	 	259	1	 	 	 	22	231.1744	1	231.1744	1586239.0786
 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=991ffcd3523e4e92afa3387f6096d9dc&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"260","main.cluster index_upperinput":"260"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=216&task=991ffcd3523e4e92afa3387f6096d9dc&show=true	N/A	N/A	N/A	 	9.6037	9.6037	0	N/A	N/A	4751708.804200002	89	 	260	216	 	 	 	89	462.2857	2	231.6429	4751708.804200002
 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=991ffcd3523e4e92afa3387f6096d9dc&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"261","main.cluster index_upperinput":"261"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=19&task=991ffcd3523e4e92afa3387f6096d9dc&show=true	InChI=1S/C11H21NO4/c1-5-6-11(15)16-9(7-10(13)14)8-12(2,3)4/h9H,5-8H2,1-4H3/t9-/m1/s1	Butyrylcarnitine - 40.00 eV	0.941364	 	2.7670	2.7670	0	CCCC(=O)O[C@H](CC([O-])=O)C[N+](C)(C)C	CCMSLIB00005885051	158733496.9084998	540	 	261	19	 	 	 	540	232.1543	1	232.1543	158733496.9084998
 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=991ffcd3523e4e92afa3387f6096d9dc&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"262","main.cluster index_upperinput":"262"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=7&task=991ffcd3523e4e92afa3387f6096d9dc&show=true	N/A	N/A	N/A	 	5.6952	5.6952	0	N/A	N/A	120655924.30070001	224	 	262	7	 	 	 	224	232.1695	1	232.1695	120655924.30070001
 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=991ffcd3523e4e92afa3387f6096d9dc&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"263","main.cluster index_upperinput":"263"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=242&task=991ffcd3523e4e92afa3387f6096d9dc&show=true	N/A	N/A	N/A	 	5.2237	5.2237	0	N/A	N/A	2341199.2953	11	 	263	242	 	 	 	11	232.2270	1	232.2270	2341199.2953
 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=991ffcd3523e4e92afa3387f6096d9dc&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"264","main.cluster index_upperinput":"264"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=1&task=991ffcd3523e4e92afa3387f6096d9dc&show=true	"InChI=1S/C16H26O2/c1-14(2)7-5-8-15(3)11(14)6-9-16(4)12(15)10-13(17)18-16/h11-12H,5-10H2,1-4H3/t11?,12?,15-,16?/m0/s1"	(3aR)-(+)-Sclareolide CollisionEnergy:205060	0.870792	 	9.2483	9.2483	0	CC1(C)CCCC2(C)C1CCC1(C)OC(=O)CC12	CCMSLIB00010119941	7938001.385300002	118	 	264	1	 	 	 	118	233.1900	1	233.1900	7938001.385300002
 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=991ffcd3523e4e92afa3387f6096d9dc&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"265","main.cluster index_upperinput":"265"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=7&task=991ffcd3523e4e92afa3387f6096d9dc&show=true	N/A	N/A	N/A	 	5.8530	5.8530	0	N/A	N/A	2893998.2155	77	 	265	7	 	 	 	77	234.1852	1	234.1852	2893998.2155
