Site,xcoord,ycoord,Hab_Status,Shape_Area
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,2700
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,5400
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,1800
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,1800
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,2700
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,1800
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,1800
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,9900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,12600
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,2700
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,1800
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,1800
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,1800
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,1800
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,7200
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,2700
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Native / Alien Mix,2700
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,1800
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,34200
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,2700
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,5400
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,1800
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,9000
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,3600
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,1800
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,1800
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,55800
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,1800
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,1800
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,4500
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,3600
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,4500
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,1800
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,12600
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,9900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,2700
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,1800
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,1800
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,17100
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,8100
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,1800
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,2700
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,6300
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,2700
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,1800
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,2700
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,1800
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,5400
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,1800
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,1800
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,1800
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,28800
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,1800
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,7200
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,2700
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,2700
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,1800
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,1800
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,1800
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,2700
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,2700
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,3600
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,2700
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,6300
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,1800
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,4500
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,1800
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,4500
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,1800
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,4500
WM-16,-156.690601127736,20.9503526747688,Native / Alien Mix,3600
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,35100
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,1800
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Wetland,15300
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,1800
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,1800
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,270000
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,4500
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,4500
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,2700
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,25200
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,10800
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,6300
WM-16,-156.690601127736,20.9503526747688,Native / Alien Mix,35100
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,1800
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,9000
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Native / Alien Mix,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,5400
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,6300
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,1800
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,8100
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,3600
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,1800
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,1800
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,2700
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,83700
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,1800
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,8100
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,1800
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,4500
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,2700
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,2700
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,8100
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,11700
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,1800
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,5400
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,1800
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,5400
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,1800
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,2700
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,1800
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,1800
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,1800
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,1800
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,1800
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,7200
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,17100
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,9000
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,3600
WM-16,-156.690601127736,20.9503526747688,Native / Alien Mix,1800
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,1800
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,2700
WM-16,-156.690601127736,20.9503526747688,Native / Alien Mix,1800
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,1800
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,3600
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Native / Alien Mix,1800
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,2700
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,9900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,3600
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,1800
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,4500
WM-16,-156.690601127736,20.9503526747688,Native / Alien Mix,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,3600
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,1800
WM-16,-156.690601127736,20.9503526747688,Bare < 5% plant cover,267300
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,3600
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,4500
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,5400
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,5400
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,15300
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,2700
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,2700
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,2700
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,1800
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,1800
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,7200
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,1800
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,9900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,2700
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,4500
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,2700
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,1800
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,1800
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,2700
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,1800
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,2700
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,2700
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,1800
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,3600
WM-16,-156.690601127736,20.9503526747688,Native / Alien Mix,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,1800
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,1800
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,21600
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,3600
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,1800
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,1800
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,72000
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,1800
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,5400
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,5400
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,1800
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,5400
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,1800
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,2700
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Native / Alien Mix,5400
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,1800
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,7200
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,2700
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,1800
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,14400
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,2700
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,12600
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,5400
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Native / Alien Mix,7200
WM-16,-156.690601127736,20.9503526747688,Native / Alien Mix,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,10800
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,17100
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,3600
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,1800
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,1800
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,17100
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,1800
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,3600
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,6300
WM-16,-156.690601127736,20.9503526747688,Native / Alien Mix,39600
WM-16,-156.690601127736,20.9503526747688,Native / Alien Mix,1800
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,1800
WM-16,-156.690601127736,20.9503526747688,Native / Alien Mix,3600
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,35100
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Native / Alien Mix,4500
WM-16,-156.690601127736,20.9503526747688,Native / Alien Mix,16200
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,1800
WM-16,-156.690601127736,20.9503526747688,Native / Alien Mix,2700
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,7200
WM-16,-156.690601127736,20.9503526747688,Wetland,26100
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,900
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,2700
WM-16,-156.690601127736,20.9503526747688,Heavily Disturbed,3600
